time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean
2003-01-01,3.3,0.5,73
2003-01-02,2.0,1.7,64
2003-01-03,0.4,15.3,77
2003-01-04,5.2,11.2,72
2003-01-05,1.2,0.2,57
2003-01-06,0.1,0.0,61
2003-01-07,0.9,0.0,69
2003-01-08,1.7,0.0,69
2003-01-09,2.5,0.0,75
2003-01-10,4.2,0.0,73
2003-01-11,4.3,0.0,73
2003-01-12,4.3,0.0,70
2003-01-13,4.6,0.0,76
2003-01-14,5.9,0.0,76
2003-01-15,1.7,0.0,50
2003-01-16,1.3,0.0,68
2003-01-17,4.7,0.0,69
2003-01-18,3.5,0.0,81
2003-01-19,3.6,7.3,88
2003-01-20,4.5,3.0,77
2003-01-21,2.7,5.9,69
2003-01-22,1.7,0.0,63
2003-01-23,1.9,14.7,83
2003-01-24,3.3,0.0,57
2003-01-25,2.3,0.0,55
2003-01-26,2.5,0.3,69
2003-01-27,4.2,41.7,89
2003-01-28,7.4,1.3,70
2003-01-29,1.3,0.0,51
2003-01-30,0.5,0.0,54
2003-01-31,2.0,0.0,64
2003-02-01,1.8,0.0,56
2003-02-02,0.5,0.0,71
2003-02-03,1.6,0.0,69
2003-02-04,1.3,0.1,75
2003-02-05,2.4,0.8,77
2003-02-06,2.1,0.0,67
2003-02-07,2.9,0.0,70
2003-02-08,4.9,0.4,77
2003-02-09,8.7,9.0,78
2003-02-10,8.1,1.1,84
2003-02-11,9.0,5.8,87
2003-02-12,5.7,0.0,68
2003-02-13,4.2,0.1,73
2003-02-14,4.5,0.0,68
2003-02-15,3.9,0.0,71
2003-02-16,4.5,9.1,86
2003-02-17,4.7,0.0,69
2003-02-18,3.4,3.5,81
2003-02-19,4.3,0.0,74
2003-02-20,4.4,2.5,76
2003-02-21,4.6,0.0,56
2003-02-22,4.1,2.6,84
2003-02-23,5.3,0.8,79
2003-02-24,2.4,8.7,88
2003-02-25,3.4,0.0,75
2003-02-26,6.1,0.0,75
2003-02-27,5.1,0.0,57
2003-02-28,2.8,0.0,60
2003-03-01,7.3,48.7,83
2003-03-02,9.6,11.3,56
2003-03-03,8.5,7.4,77
2003-03-04,3.5,0.0,45
2003-03-05,3.3,0.0,52
2003-03-06,4.0,3.7,75
2003-03-07,6.3,46.3,91
2003-03-08,6.6,0.2,63
2003-03-09,4.4,0.0,51
2003-03-10,3.3,0.0,52
2003-03-11,2.1,0.0,51
2003-03-12,3.3,0.0,56
2003-03-13,3.1,0.0,68
2003-03-14,4.7,0.0,71
2003-03-15,6.0,2.6,84
2003-03-16,7.0,8.8,81
2003-03-17,5.3,6.7,85
2003-03-18,5.5,0.1,75
2003-03-19,5.8,2.3,75
2003-03-20,5.7,0.0,56
2003-03-21,4.4,0.0,62
2003-03-22,5.6,0.7,79
2003-03-23,8.3,0.0,76
2003-03-24,11.0,0.0,73
2003-03-25,9.7,22.0,88
2003-03-26,11.7,0.8,67
2003-03-27,12.1,0.0,78
2003-03-28,11.9,0.0,58
2003-03-29,7.8,4.2,76
2003-03-30,7.8,0.0,69
2003-03-31,10.7,0.0,76
2003-04-01,10.5,0.0,72
2003-04-02,8.8,13.9,86
2003-04-03,9.3,0.7,69
2003-04-04,7.6,1.1,74
2003-04-05,6.0,48.3,89
2003-04-06,9.0,1.1,61
2003-04-07,10.9,0.0,67
2003-04-08,15.2,13.7,76
2003-04-09,12.4,2.2,69
2003-04-10,8.8,0.3,58
2003-04-11,11.2,0.0,69
2003-04-12,15.3,8.4,82
2003-04-13,16.7,1.7,84
2003-04-14,13.1,1.6,72
2003-04-15,11.1,7.2,81
2003-04-16,13.8,1.8,77
2003-04-17,15.1,0.0,84
2003-04-18,17.1,0.0,83
2003-04-19,18.1,0.1,83
2003-04-20,14.1,4.7,91
2003-04-21,11.7,1.4,75
2003-04-22,11.1,0.0,59
2003-04-23,13.8,2.3,73
2003-04-24,17.3,6.3,84
2003-04-25,14.7,1.8,86
2003-04-26,19.3,5.3,89
2003-04-27,15.0,4.1,75
2003-04-28,15.8,0.0,76
2003-04-29,17.2,0.0,79
2003-04-30,17.9,16.6,83
2003-05-01,13.4,0.8,58
2003-05-02,16.1,0.0,70
2003-05-03,17.7,0.0,81
2003-05-04,18.6,0.0,85
2003-05-05,17.7,0.0,83
2003-05-06,17.2,0.0,84
2003-05-07,19.5,0.0,86
2003-05-08,19.2,17.8,88
2003-05-09,12.6,1.8,58
2003-05-10,13.8,0.0,68
2003-05-11,16.0,0.0,70
2003-05-12,16.9,0.9,75
2003-05-13,17.8,0.0,77
2003-05-14,18.3,0.6,74
2003-05-15,16.6,15.8,91
2003-05-16,16.6,2.3,82
2003-05-17,15.1,0.4,82
2003-05-18,15.8,0.0,79
2003-05-19,15.9,5.0,87
2003-05-20,16.8,12.2,90
2003-05-21,18.3,24.8,74
2003-05-22,18.0,0.4,80
2003-05-23,16.0,0.7,81
2003-05-24,17.3,0.0,76
