time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean
1984-01-01,1.7,0.0,68
1984-01-02,2.4,0.0,71
1984-01-03,2.8,2.0,84
1984-01-04,3.2,0.0,75
1984-01-05,0.9,0.0,66
1984-01-06,1.7,0.0,52
1984-01-07,0.8,0.0,66
1984-01-08,0.4,0.0,63
1984-01-09,2.0,0.0,68
1984-01-10,3.4,0.0,67
1984-01-11,2.3,0.0,57
1984-01-12,0.6,0.0,57
1984-01-13,1.5,0.0,64
1984-01-14,2.6,0.0,71
1984-01-15,5.1,0.0,71
1984-01-16,1.1,0.0,56
1984-01-17,-0.5,0.0,56
1984-01-18,0.2,0.0,57
1984-01-19,-0.5,10.9,82
1984-01-20,-2.3,0.0,67
1984-01-21,-2.2,0.4,75
1984-01-22,0.9,11.6,89
1984-01-23,-1.9,0.0,76
1984-01-24,-2.5,0.0,73
1984-01-25,-1.1,0.3,74
1984-01-26,-2.6,0.0,68
1984-01-27,-1.6,0.0,56
1984-01-28,-1.8,0.1,68
1984-01-29,-0.7,0.4,59
1984-01-30,-1.4,0.0,60
1984-01-31,0.1,22.3,84
1984-02-01,1.4,0.4,77
1984-02-02,-0.4,0.0,80
1984-02-03,-2.7,0.5,76
1984-02-04,-5.6,0.0,62
1984-02-05,-4.5,0.0,75
1984-02-06,-2.9,0.4,70
1984-02-07,-5.6,0.0,63
1984-02-08,-5.0,0.0,57
1984-02-09,-4.3,0.0,61
1984-02-10,-3.3,0.0,60
1984-02-11,-1.7,0.0,60
1984-02-12,-0.2,4.6,77
1984-02-13,1.7,4.0,87
1984-02-14,0.5,2.1,89
1984-02-15,-0.2,0.0,74
1984-02-16,-1.1,0.1,68
1984-02-17,-1.1,16.9,82
1984-02-18,-2.2,9.2,81
1984-02-19,-3.9,0.0,75
1984-02-20,-3.7,0.0,81
1984-02-21,-2.5,0.0,84
1984-02-22,-1.4,0.0,82
1984-02-23,0.1,13.1,89
1984-02-24,1.3,0.0,77
1984-02-25,-2.3,0.0,83
1984-02-26,0.6,19.2,89
1984-02-27,2.0,0.0,67
1984-02-28,0.1,0.0,55
1984-02-29,-1.0,0.0,65
1984-03-01,-0.7,0.0,71
1984-03-02,1.5,0.0,75
1984-03-03,3.4,1.8,69
1984-03-04,2.4,2.3,75
1984-03-05,1.8,0.1,76
1984-03-06,2.0,0.2,73
1984-03-07,1.8,0.0,64
1984-03-08,2.3,0.0,64
1984-03-09,3.1,0.0,64
1984-03-10,4.1,7.1,87
1984-03-11,3.2,0.0,53
1984-03-12,3.7,0.0,63
1984-03-13,2.8,0.0,60
1984-03-14,1.1,3.1,75
1984-03-15,3.4,0.0,70
1984-03-16,2.7,18.9,90
1984-03-17,4.6,4.1,89
1984-03-18,3.9,0.0,62
1984-03-19,2.4,13.0,81
1984-03-20,2.3,13.6,89
1984-03-21,1.8,0.0,62
1984-03-22,1.8,0.0,52
1984-03-23,1.7,0.0,61
1984-03-24,5.7,4.1,78
1984-03-25,6.8,0.0,79
1984-03-26,6.5,0.0,65
1984-03-27,6.9,0.0,73
1984-03-28,3.9,7.8,84
1984-03-29,7.8,0.0,69
1984-03-30,9.6,0.0,75
1984-03-31,9.5,5.7,74
1984-04-01,4.6,5.5,83
1984-04-02,5.8,0.0,72
1984-04-03,6.0,0.0,75
1984-04-04,9.0,0.0,82
1984-04-05,11.7,15.6,93
1984-04-06,11.9,0.0,72
1984-04-07,6.3,0.8,62
1984-04-08,6.8,4.4,72
1984-04-09,6.3,0.0,68
1984-04-10,10.1,0.0,76
1984-04-11,11.2,0.7,81
1984-04-12,10.5,1.1,69
1984-04-13,9.0,0.0,74
1984-04-14,9.2,0.0,63
1984-04-15,9.4,0.0,75
1984-04-16,10.1,2.5,85
1984-04-17,11.2,0.0,84
1984-04-18,15.3,0.0,84
1984-04-19,8.9,15.2,87
1984-04-20,11.1,26.0,84
1984-04-21,10.9,0.0,77
1984-04-22,9.8,0.0,78
1984-04-23,11.2,0.0,74
1984-04-24,10.8,0.0,74
1984-04-25,13.5,0.0,78
1984-04-26,14.8,0.1,76
1984-04-27,13.7,0.0,77
1984-04-28,13.3,0.0,72
1984-04-29,10.6,0.0,74
1984-04-30,11.6,0.2,77
1984-05-01,14.1,0.5,79
1984-05-02,14.4,18.5,75
1984-05-03,13.9,0.0,71
1984-05-04,13.9,0.0,66
1984-05-05,14.3,0.0,75
1984-05-06,15.7,0.0,78
1984-05-07,16.2,0.0,80
1984-05-08,16.9,0.0,84
1984-05-09,18.6,0.0,83
1984-05-10,16.8,0.0,64
1984-05-11,16.7,0.0,76
1984-05-12,18.1,0.1,82
1984-05-13,15.7,2.2,85
1984-05-14,16.1,9.4,86
1984-05-15,12.6,1.0,77
1984-05-16,13.9,9.4,82
1984-05-17,14.2,7.5,77
1984-05-18,13.6,0.0,74
1984-05-19,14.6,0.0,77
1984-05-20,15.1,0.0,74
1984-05-21,14.4,1.2,73
1984-05-22,14.5,0.0,65
1984-05-23,13.3,10.6,75
1984-05-24,15.3,7.5,80
1984-05-25,16.7,0.0,81
1984-05-26,17.0,0.1,85
1984-05-27,18.4,0.0,86
1984-05-28,17.7,0.0,85
1984-05-29,18.0,0.7,81
1984-05-30,19.9,0.0,81
1984-05-31,19.7,2.6,86
1984-06-01,20.0,0.1,84
1984-06-02,20.3,0.0,81
1984-06-03,20.1,9.3,88
1984-06-04,19.5,0.0,82
1984-06-05,19.4,0.1,81
1984-06-06,19.9,0.0,80
1984-06-07,20.4,0.0,83
1984-06-08,20.5,0.0,78
1984-06-09,20.1,0.0,75
1984-06-10,21.1,0.9,85
1984-06-11,21.4,2.8,81
1984-06-12,21.4,1.6,78
1984-06-13,20.8,15.9,89
1984-06-14,21.4,19.6,83
1984-06-15,21.2,0.0,84
1984-06-16,21.9,0.0,84
1984-06-17,22.4,0.2,86
1984-06-18,23.4,6.9,91
1984-06-19,24.1,0.0,88
1984-06-20,24.4,2.8,84
1984-06-21,20.1,12.0,85
1984-06-22,20.2,2.8,85
1984-06-23,19.6,57.7,91
1984-06-24,19.8,0.0,84
1984-06-25,19.9,7.3,88
1984-06-26,19.3,11.5,89
1984-06-27,18.9,21.0,89
1984-06-28,20.7,0.6,85
1984-06-29,20.5,26.6,89
1984-06-30,20.8,0.0,81
1984-07-01,20.8,0.0,80
1984-07-02,21.5,0.0,85
1984-07-03,23.5,0.0,86
1984-07-04,25.7,0.0,87
1984-07-05,27.0,0.0,85
1984-07-06,26.3,0.1,86
1984-07-07,21.8,3.8,86
1984-07-08,21.2,20.6,91
1984-07-09,24.3,0.0,85
1984-07-10,23.5,1.7,84
1984-07-11,23.7,1.4,84
1984-07-12,23.3,2.4,87
1984-07-13,23.8,2.9,89
1984-07-14,25.0,0.0,87
1984-07-15,25.7,0.5,88
1984-07-16,26.0,0.0,85
1984-07-17,25.9,0.0,82
1984-07-18,25.3,2.0,85
1984-07-19,25.0,5.7,87
1984-07-20,24.9,9.0,88
1984-07-21,24.3,22.7,90
1984-07-22,24.7,0.3,83
1984-07-23,24.3,0.4,83
1984-07-24,24.9,0.0,83
1984-07-25,25.4,0.0,85
1984-07-26,25.6,1.3,84
1984-07-27,25.1,0.9,84
1984-07-28,25.3,3.3,89
1984-07-29,26.3,4.0,86
1984-07-30,26.4,0.1,82
1984-07-31,26.4,0.0,85
1984-08-01,26.6,0.0,84
1984-08-02,26.8,0.0,84
1984-08-03,27.0,0.0,83
1984-08-04,26.9,0.0,82
1984-08-05,27.0,0.0,84
1984-08-06,28.3,0.2,81
1984-08-07,29.1,0.0,80
1984-08-08,28.1,3.9,81
1984-08-09,27.0,1.3,84
1984-08-10,26.7,1.0,85
1984-08-11,26.3,1.0,85
1984-08-12,27.5,0.0,83
1984-08-13,27.5,0.7,84
1984-08-14,27.1,0.0,77
1984-08-15,27.5,0.0,80
1984-08-16,27.8,0.0,77
