time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean
2024-01-01,7.5,0.0,52
2024-01-02,3.5,0.5,75
2024-01-03,6.3,0.0,78
2024-01-04,7.5,1.0,66
2024-01-05,5.0,0.0,72
2024-01-06,7.1,0.0,69
2024-01-07,6.5,0.3,60
2024-01-08,3.6,0.0,49
2024-01-09,2.6,0.0,62
2024-01-10,4.8,0.0,56
2024-01-11,3.6,0.0,51
2024-01-12,4.4,0.0,59
2024-01-13,5.2,1.3,53
2024-01-14,4.7,0.0,49
2024-01-15,4.6,0.0,47
2024-01-16,2.5,0.0,39
2024-01-17,4.8,0.0,48
2024-01-18,7.0,0.0,56
2024-01-19,9.4,0.0,58
2024-01-20,5.5,5.6,65
2024-01-21,8.4,27.6,82
2024-01-22,9.9,0.7,77
2024-01-23,7.3,0.9,76
2024-01-24,2.3,0.1,47
2024-01-25,1.7,0.0,42
2024-01-26,2.4,0.0,52
2024-01-27,4.7,0.0,51
2024-01-28,4.1,0.0,63
2024-01-29,5.2,0.0,60
2024-01-30,5.7,0.0,63
2024-01-31,6.6,0.0,72
2024-02-01,7.3,5.8,57
2024-02-02,3.4,0.0,52
2024-02-03,5.4,0.0,50
2024-02-04,4.0,3.0,70
2024-02-05,1.4,29.9,81
2024-02-06,2.4,3.0,89
2024-02-07,2.9,0.0,74
2024-02-08,4.0,0.0,68
2024-02-09,4.7,0.0,67
2024-02-10,5.0,0.0,72
2024-02-11,6.2,0.2,56
2024-02-12,5.1,1.0,61
2024-02-13,6.3,0.0,68
2024-02-14,8.7,0.0,66
2024-02-15,12.0,0.0,71
2024-02-16,9.1,0.2,50
2024-02-17,7.7,0.0,59
2024-02-18,12.3,0.0,70
2024-02-19,15.3,7.0,77
2024-02-20,18.1,2.6,75
2024-02-21,9.0,5.4,83
2024-02-22,6.0,7.1,83
2024-02-23,2.9,4.3,85
2024-02-24,4.2,0.0,67
2024-02-25,2.8,8.2,84
2024-02-26,6.6,2.8,59
2024-02-27,5.4,0.0,46
2024-02-28,6.2,0.0,49
2024-02-29,5.3,4.2,70
2024-03-01,8.5,16.5,75
2024-03-02,4.5,0.1,51
2024-03-03,4.9,0.0,59
2024-03-04,5.9,0.0,63
2024-03-05,4.9,15.5,77
2024-03-06,4.9,17.7,82
2024-03-07,5.5,0.7,63
2024-03-08,4.0,15.0,87
2024-03-09,4.0,0.0,61
2024-03-10,4.7,0.0,49
2024-03-11,5.5,0.0,66
2024-03-12,6.9,38.4,86
2024-03-13,8.0,0.4,51
2024-03-14,7.2,0.0,65
2024-03-15,9.2,0.0,63
2024-03-16,12.5,0.0,55
2024-03-17,12.9,0.0,71
2024-03-18,7.8,0.0,40
2024-03-19,7.0,0.0,46
2024-03-20,6.9,4.4,62
2024-03-21,5.0,0.0,37
2024-03-22,5.1,0.0,44
2024-03-23,4.0,3.2,72
2024-03-24,9.1,3.5,82
2024-03-25,11.1,3.2,92
2024-03-26,9.6,35.4,87
2024-03-27,9.6,0.0,60
2024-03-28,9.2,5.3,72
2024-03-29,16.0,43.6,85
2024-03-30,15.4,0.0,78
2024-03-31,16.9,0.0,74
2024-04-01,13.2,4.5,77
2024-04-02,12.1,0.0,64
2024-04-03,12.5,13.6,88
2024-04-04,14.3,7.6,80
2024-04-05,10.7,3.9,75
2024-04-06,11.8,0.0,81
2024-04-07,15.5,1.4,84
2024-04-08,16.9,0.0,87
2024-04-09,14.8,47.4,78
2024-04-10,9.7,0.0,58
2024-04-11,11.7,0.0,72
2024-04-12,13.7,1.4,79
2024-04-13,14.9,0.0,77
2024-04-14,15.8,0.0,78
2024-04-15,17.1,0.0,75
2024-04-16,17.6,0.0,72
2024-04-17,18.2,1.7,77
2024-04-18,16.3,3.0,74
2024-04-19,16.3,0.4,54
2024-04-20,16.9,0.3,58
2024-04-21,17.5,3.4,67
2024-04-22,16.2,13.4,83
2024-04-23,16.3,0.2,81
2024-04-24,15.1,12.0,84
2024-04-25,18.4,0.6,75
2024-04-26,18.6,0.0,79
2024-04-27,18.8,0.8,84
2024-04-28,19.9,0.0,77
2024-04-29,19.9,0.0,79
2024-04-30,20.6,0.8,81
2024-05-01,17.0,37.3,86
2024-05-02,14.6,6.8,69
2024-05-03,15.6,0.0,74
2024-05-04,18.7,0.0,71
2024-05-05,19.6,0.0,68
2024-05-06,19.6,0.0,72
2024-05-07,19.9,15.6,85
2024-05-08,17.7,19.9,79
2024-05-09,13.1,1.7,71
2024-05-10,15.7,0.0,61
2024-05-11,17.9,0.0,70
2024-05-12,19.8,0.0,69
2024-05-13,19.4,46.3,87
2024-05-14,16.4,0.1,73
2024-05-15,18.1,1.9,80
2024-05-16,18.3,5.1,70
2024-05-17,18.6,0.0,61
2024-05-18,19.9,0.0,68
2024-05-19,18.7,0.6,80
2024-05-20,18.6,31.5,84
2024-05-21,21.2,9.2,77
2024-05-22,19.3,0.0,67
2024-05-23,20.1,0.0,80
2024-05-24,21.9,0.0,75
2024-05-25,19.4,0.0,62
2024-05-26,20.3,0.0,69
2024-05-27,21.4,0.7,83
2024-05-28,23.1,20.1,88
2024-05-29,21.0,13.0,70
2024-05-30,21.3,2.4,76
2024-05-31,18.3,34.7,85
2024-06-01,20.0,1.3,79
2024-06-02,18.8,27.8,83
2024-06-03,18.6,13.3,82
2024-06-04,18.7,0.9,78
2024-06-05,19.8,0.0,74
2024-06-06,20.7,0.7,78
2024-06-07,21.0,0.4,75
2024-06-08,20.8,0.0,74
2024-06-09,21.5,1.1,78
2024-06-10,20.9,12.6,81
2024-06-11,22.4,0.0,78
2024-06-12,22.9,0.0,79
2024-06-13,21.6,0.1,85
2024-06-14,24.0,0.0,75
2024-06-15,23.4,0.6,78
2024-06-16,23.5,12.0,84
2024-06-17,25.0,3.8,78
2024-06-18,19.8,95.5,91
2024-06-19,22.3,0.0,74
2024-06-20,23.0,0.0,79
2024-06-21,20.4,36.9,85
2024-06-22,22.8,0.0,71
2024-06-23,22.4,14.0,87
2024-06-24,25.6,0.0,84
2024-06-25,26.6,0.0,80
2024-06-26,25.6,0.6,77
2024-06-27,24.0,0.1,76
2024-06-28,22.0,64.0,92
2024-06-29,23.4,0.4,83
2024-06-30,24.8,2.5,86
2024-07-01,26.2,6.7,87
2024-07-02,26.6,4.9,81
2024-07-03,26.2,1.1,82
2024-07-04,28.2,0.0,79
2024-07-05,28.2,0.0,79
2024-07-06,28.2,1.1,80
2024-07-07,28.4,0.0,81
2024-07-08,30.0,0.0,77
2024-07-09,28.6,0.0,78
2024-07-10,28.2,1.9,76
2024-07-11,27.1,0.9,81
2024-07-12,23.9,17.6,90
2024-07-13,25.3,3.7,79
2024-07-14,25.7,14.0,87
2024-07-15,24.5,0.4,88
2024-07-16,23.6,19.8,88
2024-07-17,25.5,6.1,84
2024-07-18,26.6,0.0,85
2024-07-19,28.0,0.0,83
2024-07-20,29.6,13.9,79
2024-07-21,27.8,19.3,79
2024-07-22,29.6,0.1,77
2024-07-23,29.1,0.0,77
2024-07-24,29.8,0.0,74
2024-07-25,29.7,0.2,74
2024-07-26,30.1,1.1,73
2024-07-27,30.5,0.2,73
2024-07-28,31.2,1.1,67
